Run,Program Version,User,Time Started (UTC),Time Finished (UTC),Minutes Spent,Position,Points,How involved in AI alignment are you? Please select all that apply. (6kkcmyw),Which of the following resources have you used to understand AI alignment research? (nwudv6g),resources,verbal_rating_scale,prob_rating_scale,How involved in AI alignment are you? Please select all that apply. (g4mdi50),involvement,"For how many years have you been interested in AI alignment research? Please enter an integer, rounded to the nearest year. (bu4zyb5)",category,Which of the following resources have you spent more than 30 minutes engaging with? (t0y9zda),"Overall, how useful have you found {resource}? (okdtv5m)",resource,"How likely would you be to recommend {resource} as an AI alignment resource to a friend getting into AI alignment, who hadn't already read widely in the space? (xf22i7s)",How likely would you be to recommend {resource} as an AI alignment resource to a friend who is paid to do AI alignment research? (b51q4lo),"If you'd like to go into detail about your answers about {resource}, you can do so here. (83afusr)","Please specify which researchers you're thinking of. Also, if you'd like to go into detail about your answers about {resource}, you can do so here. (bj70ff1)",Is there anything else you'd like to tell us? (bty6mmy),Where did you hear about this survey? (auqgbpq),"For how many years have you been paid to work on technical AI alignment research? Please enter an integer, rounded to the nearest year. (ub5lnfb)",fbclid
7497035,44,,2022-07-05 07:23:09,,0.00,rnjq0pm,0,,,,,,,,,,,,,,,,,,,,
7497039,44,,2022-07-05 07:31:18,2022-07-05 07:45:24,14.08,t6togir,0,,,"[""the Iterated Amplification sequence on the Alignment Forum"",""AXRP - the AI X-risk Research Podcast"",""the Machine Learning for Alignment Bootcamp"",""the Value Learning sequence on the Alignment Forum"",""The Alignment Problem (book)"",""talks by AI alignment researchers"",""the ARCHES agenda by Andrew Critch and David Krueger"",""Scalable agent alignment via reward modeling: a research direction by Leike et al (aka \""the recursive reward modelling agenda\"")"",""the 80,000 Hours podcast"",""Human Compatible (book)"",""AGI Safety Fundamentals Course"",""the Embedded Agency sequence on the Alignment Forum"",""Unsolved Problems in ML Safety by Hendrycks et al"",""Superintelligence (book)"",""the AI Alignment Newsletter"",""Concrete Problems in AI Safety by Amodei et al"",""the FLI podcast"",""conversations with AI alignment researchers at conferences""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I have heard of AI alignment,I am interested in AI alignment research,I spend some of my time solving technical problems related to AI alignment,I spend some of my time doing AI alignment field/community-building,I spend some of my time facilitating technical AI alignment research in ways other than doing it directly,I spend some of my time publicly communicating about AI alignment,I am paid to work on technical AI alignment research","[""I have heard of AI alignment"",""I am interested in AI alignment research"",""I spend some of my time solving technical problems related to AI alignment"",""I spend some of my time doing AI alignment field/community-building"",""I spend some of my time facilitating technical AI alignment research in ways other than doing it directly"",""I spend some of my time publicly communicating about AI alignment"",""I am paid to work on technical AI alignment research""]",3,I am paid to work on technical AI alignment research,"the Iterated Amplification sequence on the Alignment Forum,AXRP - the AI X-risk Research Podcast,the Machine Learning for Alignment Bootcamp,the Value Learning sequence on the Alignment Forum,The Alignment Problem (book),talks by AI alignment researchers,the ARCHES agenda by Andrew Critch and David Krueger,Scalable agent alignment via reward modeling: a research direction by Leike et al (aka ""the recursive reward modelling agenda""),the 80,000 Hours podcast,Human Compatible (book),AGI Safety Fundamentals Course,the Embedded Agency sequence on the Alignment Forum,Unsolved Problems in ML Safety by Hendrycks et al,Superintelligence (book),the AI Alignment Newsletter,Concrete Problems in AI Safety by Amodei et al,the FLI podcast,conversations with AI alignment researchers at conferences",4 | 4 | 2 | 3 | 3 | 4 | 2 | 4 | 4 | 2 | 3 | 3 | 1 | 2 | 4 | 4 | 3 | 4,conversations with AI alignment researchers at conferences,1 | 2 | 2 | 4 | 3 | 4 | 3 | 4 | 4 | 4 | 4 | 1 | 2 | 2 | 4 | 4 | 3 | 4,3 | 4 | 2 | 2 | 2 | 4 | 2 | 2 | 4 | 0 | 2 | 4 | 2 | 2 | 4 | 2 | 3 | 4,"I guess it's not the best thing for beginners | AXRP is excellent for going into detail about specific papers/ideas | I applied but didn't attend! | It is good for beginners | This is best for ML researchers getting into alignment | Haven't read it in a while, fuzzy on the details | It's a good accessible intro to technical alignment research but doesn't really attack the fundamental problem | Can't recommend it more highly | It's a nice accessible/non technical intro. Good for beginners and non technical (e.g. policy) people | It's a good simple outline of the basic arguments. I ran a reading group that started with this. | Probably too complicated for most beginners (in my experience people usually find it confusing at first). But a great summary of some core challenges. | I haven't engaged with it that much but seem to recall it made some good points | Haven't read in a while. Obviously classic but not a good introduction to the current space and arguments | It's great. | It was something I looked at frequently when I was first getting into alignment research. Probably out of date now | I like it.","I've attended introductory talks by Rohin Shah, Richard Ngo, Tom Everitt and attended more technical talks with hosted by the coop AI foundation (e.g. by Jesse Clifton,Vince Cognitzer) and many others... In general talks are great because of the opportunity to chat and ask questions. In person talks are much better than online. | ","",Alignment newsletter,2,
7497044,44,,2022-07-05 07:39:56,2022-07-05 07:47:13,7.28,t6togir,0,,,"[""Rob Miles videos"",""AGI Safety Fundamentals Course"",""the Embedded Agency sequence on the Alignment Forum"",""the 80,000 Hours podcast"",""the Iterated Amplification sequence on the Alignment Forum"",""AXRP - the AI X-risk Research Podcast""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I have heard of AI alignment,I am interested in AI alignment research,I am trying to move into a technical AI alignment career,I spend some of my time solving technical problems related to AI alignment","[""I have heard of AI alignment"",""I am interested in AI alignment research"",""I am trying to move into a technical AI alignment career"",""I spend some of my time solving technical problems related to AI alignment""]",7,I spend some of my time solving technical problems related to AI alignment,"Rob Miles videos,AGI Safety Fundamentals Course,the Embedded Agency sequence on the Alignment Forum,the 80,000 Hours podcast,the Iterated Amplification sequence on the Alignment Forum,AXRP - the AI X-risk Research Podcast",3 | 4 | 4 | 2 | 3 | 2,AXRP - the AI X-risk Research Podcast,4 | 4 | 3 | 2 | 2 | 2,3 | 4 | 4 | 1 | 3 | 3, |  |  |  |  | ,,"",Twitter,,
7497052,44,,2022-07-05 07:49:19,2022-07-05 08:00:47,11.45,t6togir,0,,,"[""conversations with AI alignment researchers at conferences"",""the Machine Learning for Alignment Bootcamp"",""Rob Miles videos""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I have heard of AI alignment,I am interested in AI alignment research","[""I have heard of AI alignment"",""I am interested in AI alignment research""]",2,I am interested in AI alignment research,"conversations with AI alignment researchers at conferences,the Machine Learning for Alignment Bootcamp,Rob Miles videos",3 | 4 | 2,Rob Miles videos,2 | 3 | 2,3 | 1 | 0,"it was very useful to me, but it's difficult to make it work for people who have a full-time job, it was convenient to me that it happened to be around the time I had quit my job anyway | mostly useful at the introductory level","I explicitly remember talking to Nate Thomas, but I'm sure I've had other conversations that I'm not remembering (and also conversations outside of conferences with Rohin Shah and others)","",alignment newsletter,,
7497056,44,,2022-07-05 07:53:06,,0.03,4t3j1q5,0,,,,,,,,,,,,,,,,,,,,
7497059,44,,2022-07-05 07:55:24,2022-07-05 08:14:42,19.28,t6togir,0,,,"[""Scalable agent alignment via reward modeling: a research direction by Leike et al (aka \""the recursive reward modelling agenda\"")"",""the annual AI Alignment Literature Review and Charity Comparison"",""Superintelligence (book)"",""Human Compatible (book)"",""the FLI podcast"",""the Value Learning sequence on the Alignment Forum"",""Concrete Problems in AI Safety by Amodei et al"",""the 80,000 Hours podcast"",""the Iterated Amplification sequence on the Alignment Forum"",""AGI Safety Fundamentals Course"",""AXRP - the AI X-risk Research Podcast"",""the Embedded Agency sequence on the Alignment Forum"",""AI Safety Camp"",""the AI Alignment Newsletter"",""conversations with AI alignment researchers at conferences"",""the ARCHES agenda by Andrew Critch and David Krueger""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I have heard of AI alignment,I am interested in AI alignment research,I spend some of my time solving technical problems related to AI alignment,I spend some of my time doing AI alignment field/community-building,I spend some of my time facilitating technical AI alignment research in ways other than doing it directly,I am paid to work on technical AI alignment research","[""I have heard of AI alignment"",""I am interested in AI alignment research"",""I spend some of my time solving technical problems related to AI alignment"",""I spend some of my time doing AI alignment field/community-building"",""I spend some of my time facilitating technical AI alignment research in ways other than doing it directly"",""I am paid to work on technical AI alignment research""]",7,I am paid to work on technical AI alignment research,"Scalable agent alignment via reward modeling: a research direction by Leike et al (aka ""the recursive reward modelling agenda""),the annual AI Alignment Literature Review and Charity Comparison,Superintelligence (book),Human Compatible (book),the FLI podcast,the Value Learning sequence on the Alignment Forum,Concrete Problems in AI Safety by Amodei et al,the 80,000 Hours podcast,the Iterated Amplification sequence on the Alignment Forum,AGI Safety Fundamentals Course,AXRP - the AI X-risk Research Podcast,the Embedded Agency sequence on the Alignment Forum,AI Safety Camp,the AI Alignment Newsletter,conversations with AI alignment researchers at conferences,the ARCHES agenda by Andrew Critch and David Krueger",1 | 1 | 4 | 3 | 2 | 1 | 3 | 2 | 1 | 4 | 2 | 2 | 4 | 4 | 4 | 2 | 1,the ARCHES agenda by Andrew Critch and David Krueger,1 | 0 | 1 | 3 | 0 | 0 | 0 | 1 | 0 | 3 | 0 | 0 | 1 | 2 | 2 | 0 | 0,0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 3 | 3 | 1 | 0,"Very audience-specific. More attractive to ML-background people, imo. | Not sure if I remember it correctly. My impression is that it assumes a lot of background knowledge, so itsn't good as an intro resource. Also, people _deeply_ engaged in the field might know most of the stuff there anyway. | Good resource, except somewhat outdated. But puts down the basic concepts well.
The ""friend who is paid to do AI alignment research"" part is a very weird counterfactual - most people who do that already read the book. Unsure how to answer that :D. |  | Uhm, anyway, what do you mean by these ""How likely would you be to recommend X to Y?"". If I take it literally, then the true answers to all of these questions for me are ""0-20%"", because empirically I don't go around recommending stuff to people unless they ask :D. Also, when they do ask, I only give 1-2 recommendations that seem most relevant for them. So if you spread it out among all the resources, none of them is getting >20% :-). |  | Very important at the time. But somewhat dated now, imo. |  |  |  |  |  | Has the (important) side effect of networking. |  |  | ","I assume you mean ""big conferences"", rather than ""small workshops, where you actually get down to discuss object-level problems for a longer time"". The latter would be more useful :).","",Alignment Newsletter,2,
7497066,44,,2022-07-05 08:00:01,,2.22,8d2bvx6,0,,,"[""The Alignment Problem (book)"",""talks by AI alignment researchers"",""the AI Alignment Newsletter""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]",I spend some of my time publicly communicating about AI alignment,"[""I spend some of my time publicly communicating about AI alignment""]",,I spend some of my time publicly communicating about AI alignment,"The Alignment Problem (book),talks by AI alignment researchers,the AI Alignment Newsletter",,,,,,,,,,
7497098,44,,2022-07-05 08:27:40,,0.00,rnjq0pm,0,,,,,,,,,,,,,,,,,,,,
7497179,44,,2022-07-05 09:24:18,2022-07-05 09:27:01,2.70,t6togir,0,,,"[""Rob Miles videos"",""the AI Alignment Newsletter"",""the 80,000 Hours podcast""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I have heard of AI alignment,I am interested in AI alignment research,I spend some of my time doing AI alignment field/community-building,I spend some of my time publicly communicating about AI alignment","[""I have heard of AI alignment"",""I am interested in AI alignment research"",""I spend some of my time doing AI alignment field/community-building"",""I spend some of my time publicly communicating about AI alignment""]",2,I spend some of my time publicly communicating about AI alignment,"Rob Miles videos,the AI Alignment Newsletter,the 80,000 Hours podcast",4 | 2 | 3,"the 80,000 Hours podcast",4 | 1 | 4,3 | 4 | 3, |  | ,,"",AI Alignment Newsletter,,
7497188,44,,2022-07-05 09:30:58,,0.00,rnjq0pm,0,,,,,,,,,,,,,,,,,,,,
7497197,44,,2022-07-05 09:36:05,,0.00,rnjq0pm,0,,,,,,,,,,,,,,,,,,,,
7497219,44,,2022-07-05 09:54:39,,2.93,8d2bvx6,0,,,"[""AXRP - the AI X-risk Research Podcast"",""the Iterated Amplification sequence on the Alignment Forum"",""the 80,000 Hours podcast"",""talks by AI alignment researchers"",""the FLI podcast"",""the Embedded Agency sequence on the Alignment Forum"",""the Value Learning sequence on the Alignment Forum"",""Rob Miles videos"",""the AI Alignment Newsletter"",""the annual AI Alignment Literature Review and Charity Comparison""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I spend some of my time solving technical problems related to AI alignment,I spend some of my time doing AI alignment field/community-building,I am paid to work on technical AI alignment research","[""I spend some of my time solving technical problems related to AI alignment"",""I spend some of my time doing AI alignment field/community-building"",""I am paid to work on technical AI alignment research""]",,I am paid to work on technical AI alignment research,"AXRP - the AI X-risk Research Podcast,the Iterated Amplification sequence on the Alignment Forum,the 80,000 Hours podcast,talks by AI alignment researchers,the FLI podcast,the Embedded Agency sequence on the Alignment Forum,the Value Learning sequence on the Alignment Forum,Rob Miles videos,the AI Alignment Newsletter,the annual AI Alignment Literature Review and Charity Comparison",,,,,,,,,0,
7497323,44,,2022-07-05 11:19:33,,0.00,rnjq0pm,0,,,,,,,,,,,,,,,,,,,,
7497343,44,,2022-07-05 11:31:19,2022-07-05 12:31:52,60.63,auqgbpq,0,,,"[""Rob Miles videos"",""talks by AI alignment researchers"",""Superintelligence (book)"",""the AI Alignment Newsletter"",""the 80,000 Hours podcast"",""the FLI podcast"",""Life 3.0 (book)"",""the annual AI Alignment Literature Review and Charity Comparison""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I have heard of AI alignment,I am interested in AI alignment research","[""I have heard of AI alignment"",""I am interested in AI alignment research""]",5,I am interested in AI alignment research,"Rob Miles videos,talks by AI alignment researchers,Superintelligence (book),the AI Alignment Newsletter,the 80,000 Hours podcast,the FLI podcast,Life 3.0 (book),the annual AI Alignment Literature Review and Charity Comparison",3 | 3 | 3 | 3 | 3 | 3 | 2 | 4,the annual AI Alignment Literature Review and Charity Comparison,4 | 3 | 4 | 3 | 4 | 4 | 2 | 4,0 | 3 | 0 | 4 | 1 | 2 | 0 | 4, |  |  |  |  |  | ,"","",Alignment newsletter,,
7497406,44,,2022-07-05 12:29:18,2022-07-05 12:48:56,19.62,t6togir,0,,,"[""the annual AI Alignment Literature Review and Charity Comparison"",""AXRP - the AI X-risk Research Podcast"",""conversations with AI alignment researchers at conferences"",""the AI Alignment Newsletter"",""Superintelligence (book)"",""AGI Safety Fundamentals Course"",""The Alignment Problem (book)"",""Concrete Problems in AI Safety by Amodei et al"",""Human Compatible (book)"",""talks by AI alignment researchers"",""the FLI podcast"",""the ARCHES agenda by Andrew Critch and David Krueger"",""the 80,000 Hours podcast"",""Rob Miles videos"",""the ML Safety newsletter"",""Scalable agent alignment via reward modeling: a research direction by Leike et al (aka \""the recursive reward modelling agenda\"")"",""Unsolved Problems in ML Safety by Hendrycks et al""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I have heard of AI alignment,I am interested in AI alignment research,I am trying to move into a technical AI alignment career,I spend some of my time solving technical problems related to AI alignment,I spend some of my time doing AI alignment field/community-building,I spend some of my time facilitating technical AI alignment research in ways other than doing it directly,I spend some of my time publicly communicating about AI alignment","[""I have heard of AI alignment"",""I am interested in AI alignment research"",""I am trying to move into a technical AI alignment career"",""I spend some of my time solving technical problems related to AI alignment"",""I spend some of my time doing AI alignment field/community-building"",""I spend some of my time facilitating technical AI alignment research in ways other than doing it directly"",""I spend some of my time publicly communicating about AI alignment""]",9,I spend some of my time publicly communicating about AI alignment,"the annual AI Alignment Literature Review and Charity Comparison,AXRP - the AI X-risk Research Podcast,conversations with AI alignment researchers at conferences,the AI Alignment Newsletter,Superintelligence (book),AGI Safety Fundamentals Course,The Alignment Problem (book),Concrete Problems in AI Safety by Amodei et al,Human Compatible (book),talks by AI alignment researchers,the FLI podcast,the ARCHES agenda by Andrew Critch and David Krueger,the 80,000 Hours podcast,Rob Miles videos,the ML Safety newsletter,Scalable agent alignment via reward modeling: a research direction by Leike et al (aka ""the recursive reward modelling agenda""),Unsolved Problems in ML Safety by Hendrycks et al",2 | 2 | 3 | 3 | 3 | 3 | 3 | 2 | 2 | 3 | 2 | 2 | 2 | 1 | 3 | 2 | 2 | 3 | 3,Unsolved Problems in ML Safety by Hendrycks et al,0 | 0 | 3 | 4 | 2 | 4 | 2 | 4 | 1 | 4 | 4 | 2 | 1 | 1 | 3 | 4 | 3 | 3 | 4,1 | 1 | 4 | 4 | 3 | 4 | 3 | 2 | 2 | 3 | 2 | 3 | 1 | 2 | 3 | 2 | 3 | 3 | 3," |  |  |  |  |  |  |  |  |  | Disregard my answer (I've only listened to half an episode) |  | The first episode they had with Christiano was especially good. |  |  |  | Seems great for 1) people who already understand ML (though that's not necessary) but not AI safety 2) people who look for concrete problems get started on (there it seems slightly better than the Amodei agenda). 

The introduction section is a great motivation of safety. Especially in a way that's very 'respectable/serious' but doesn't neglect future risks.", | Christiano's talk on the taxonomy of alignment/safety research was pretty good. Probably not the best for beginners though.,"If the goal is just to motivate why it's important to work on future-focused AI safety (rather than teach about alignment research) no resource exists that I'm remotely happy with. And I've looked at many over the years. That's a bit shocking to me. We haven't yet written a resource that's 1) not book length 2) respectable to academics (i.e. not a blog post, forum post, or news article; ideally peer reviewed)  3) comprehensive covers the most important motivations without getting too deep into philosophy and futurist-sounding speculation 4) well-written. Maybe you guys can help motivate people to create such resources. 

[REDACTED]. I also like Joe Carlsmith's recent Arxiv paper ""Is power-seeking AI an existential risk?"". It's pretty great aside from being long and dense.",Rohin's newsletter,,
7497462,44,,2022-07-05 13:04:15,2022-07-05 13:13:29,9.23,t6togir,0,,,"[""the Embedded Agency sequence on the Alignment Forum"",""Rob Miles videos"",""the Value Learning sequence on the Alignment Forum"",""talks by AI alignment researchers"",""AGI Safety Fundamentals Course"",""the 80,000 Hours podcast"",""the AI Alignment Newsletter""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I have heard of AI alignment,I am interested in AI alignment research,I am trying to move into a technical AI alignment career,I spend some of my time publicly communicating about AI alignment","[""I have heard of AI alignment"",""I am interested in AI alignment research"",""I am trying to move into a technical AI alignment career"",""I spend some of my time publicly communicating about AI alignment""]",4,I spend some of my time publicly communicating about AI alignment,"the Embedded Agency sequence on the Alignment Forum,Rob Miles videos,the Value Learning sequence on the Alignment Forum,talks by AI alignment researchers,AGI Safety Fundamentals Course,the 80,000 Hours podcast,the AI Alignment Newsletter",3 | 4 | 3 | 3 | 2 | 1 | 2,the AI Alignment Newsletter,3 | 4 | 3 | 2 | 3 | 1 | 2,4 | 2 | 3 | 3 | 3 | 1 | 2, |  |  |  |  | ,"","",AI Alignment Newsletter,,
7497500,44,,2022-07-05 13:29:01,,0.07,u166gt1,0,,,,,,"",[],,,,,,,,,,,,,
7497537,44,,2022-07-05 13:46:42,,0.00,rnjq0pm,0,,,,,,,,,,,,,,,,,,,,
7497623,44,,2022-07-05 14:28:36,,0.00,rnjq0pm,0,,,,,,,,,,,,,,,,,,,,
7497630,44,,2022-07-05 14:31:20,,0.00,rnjq0pm,0,,,,,,,,,,,,,,,,,,,,
7497637,44,,2022-07-05 14:33:12,2022-07-05 14:41:27,8.25,t6togir,0,,,[],"[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I have heard of AI alignment,I am interested in AI alignment research,I spend some of my time facilitating technical AI alignment research in ways other than doing it directly","[""I have heard of AI alignment"",""I am interested in AI alignment research"",""I spend some of my time facilitating technical AI alignment research in ways other than doing it directly""]",2,I spend some of my time facilitating technical AI alignment research in ways other than doing it directly,"",,,,,,,"","",,
7497651,44,,2022-07-05 14:43:33,,0.33,u166gt1,0,,,,,,"I have heard of AI alignment,I am interested in AI alignment research","[""I have heard of AI alignment"",""I am interested in AI alignment research""]",,,,,,,,,,,,,
7497679,44,,2022-07-05 14:55:26,,0.47,u166gt1,0,,,,,,"I have heard of AI alignment,I am interested in AI alignment research","[""I have heard of AI alignment"",""I am interested in AI alignment research""]",,,,,,,,,,,,,
7497716,44,,2022-07-05 15:08:52,,0.00,rnjq0pm,0,,,,,,,,,,,,,,,,,,,,
7497757,44,,2022-07-05 15:29:23,2022-07-05 15:35:45,6.35,t6togir,0,,,"[""Concrete Problems in AI Safety by Amodei et al"",""Scalable agent alignment via reward modeling: a research direction by Leike et al (aka \""the recursive reward modelling agenda\"")"",""the FLI podcast"",""the AI Alignment Newsletter"",""AXRP - the AI X-risk Research Podcast"",""The Alignment Problem (book)"",""Superintelligence (book)"",""talks by AI alignment researchers"",""the 80,000 Hours podcast""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I have heard of AI alignment,I am interested in AI alignment research,I spend some of my time solving technical problems related to AI alignment,I spend some of my time facilitating technical AI alignment research in ways other than doing it directly,I am paid to work on technical AI alignment research","[""I have heard of AI alignment"",""I am interested in AI alignment research"",""I spend some of my time solving technical problems related to AI alignment"",""I spend some of my time facilitating technical AI alignment research in ways other than doing it directly"",""I am paid to work on technical AI alignment research""]",3,I am paid to work on technical AI alignment research,"Concrete Problems in AI Safety by Amodei et al,Scalable agent alignment via reward modeling: a research direction by Leike et al (aka ""the recursive reward modelling agenda""),the FLI podcast,the AI Alignment Newsletter,AXRP - the AI X-risk Research Podcast,The Alignment Problem (book),Superintelligence (book),talks by AI alignment researchers,the 80,000 Hours podcast",2 | 4 | 2 | 2 | 2 | 3 | 4 | 1 | 4,"the 80,000 Hours podcast",2 | 4 | 1 | 1 | 0 | 4 | 2 | 0 | 4,2 | 4 | 1 | 1 | 2 | 2 | 3 | 1 | 4, |  |  |  |  |  |  | This podcast is the reason I currently work on alignment.,"","",Rohin's AI alignment newsletter,0,
7497768,44,,2022-07-05 15:37:50,,0.00,rnjq0pm,0,,,,,,,,,,,,,,,,,,,,
7497839,44,,2022-07-05 16:14:17,,0.73,u166gt1,0,,,,,,"I have heard of AI alignment,I am interested in AI alignment research","[""I have heard of AI alignment"",""I am interested in AI alignment research""]",,,,,,,,,,,,,
7497868,44,,2022-07-05 16:28:28,2022-07-05 16:38:06,9.63,t6togir,0,,,"[""Unsolved Problems in ML Safety by Hendrycks et al"",""the Iterated Amplification sequence on the Alignment Forum"",""the annual AI Alignment Literature Review and Charity Comparison"",""the FLI podcast"",""the AI Alignment Newsletter"",""AXRP - the AI X-risk Research Podcast"",""the Embedded Agency sequence on the Alignment Forum"",""Rob Miles videos"",""the 80,000 Hours podcast"",""AGI Safety Fundamentals Course"",""conversations with AI alignment researchers at conferences"",""Human Compatible (book)"",""Superintelligence (book)"",""the ML Safety newsletter"",""The Alignment Problem (book)"",""the Value Learning sequence on the Alignment Forum"",""talks by AI alignment researchers"",""Life 3.0 (book)"",""Concrete Problems in AI Safety by Amodei et al""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I spend some of my time solving technical problems related to AI alignment,I spend some of my time doing AI alignment field/community-building,I spend some of my time facilitating technical AI alignment research in ways other than doing it directly,I spend some of my time publicly communicating about AI alignment,I am paid to work on technical AI alignment research,I help run an organization with an AI alignment mission (e.g. CHAI, MIRI, Anthropic)","[""I spend some of my time solving technical problems related to AI alignment"",""I spend some of my time doing AI alignment field/community-building"",""I spend some of my time facilitating technical AI alignment research in ways other than doing it directly"",""I spend some of my time publicly communicating about AI alignment"",""I am paid to work on technical AI alignment research"",""I help run an organization with an AI alignment mission (e.g. CHAI, MIRI, Anthropic)""]",,"I help run an organization with an AI alignment mission (e.g. CHAI, MIRI, Anthropic)","Unsolved Problems in ML Safety by Hendrycks et al,the Iterated Amplification sequence on the Alignment Forum,the annual AI Alignment Literature Review and Charity Comparison,the FLI podcast,the AI Alignment Newsletter,AXRP - the AI X-risk Research Podcast,the Embedded Agency sequence on the Alignment Forum,Rob Miles videos,the 80,000 Hours podcast,AGI Safety Fundamentals Course,conversations with AI alignment researchers at conferences,Human Compatible (book),Superintelligence (book),the ML Safety newsletter,The Alignment Problem (book),the Value Learning sequence on the Alignment Forum,talks by AI alignment researchers,Life 3.0 (book),Concrete Problems in AI Safety by Amodei et al",2 | 2 | 3 | 1 | 3 | 2 | 2 | 2 | 2 | 2 | 1 | 4 | 2 | 4 | 2 | 1 | 2 | 3 | 2 | 2,Concrete Problems in AI Safety by Amodei et al,2 | 1 | 0 | 3 | 2 | 1 | 3 | 3 | 4 | 4 | 3 | 3 | 3 | 3 | 2 | 2 | 2 | 3 | 3 | 2,2 | 3 | 3 | 1 | 3 | 3 | 3 | 3 | 3 | 1 | 2 | 4 | 2 | 4 | 3 | 1 | 2 | 4 | 1 | 3, |  |  |  |  |  |  | I knew all of it already but it's a very neat sequence about intuitions on embedded cognition for people who haven't heard of it. |  |  |  |  |  |  |  |  |  | , | ,I would show them https://aisafetyideas.com for them to look through.,Alignment newsletter,0.5,
7497888,44,,2022-07-05 16:40:02,,0.80,4t3j1q5,0,,,,,,,,,,,,,,,,,,,,
7498032,44,,2022-07-05 17:50:44,2022-07-05 17:57:29,6.75,t6togir,0,,,"[""conversations with AI alignment researchers at conferences"",""the 80,000 Hours podcast"",""Superintelligence (book)"",""talks by AI alignment researchers""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I have heard of AI alignment,I am interested in AI alignment research","[""I have heard of AI alignment"",""I am interested in AI alignment research""]",3,I am interested in AI alignment research,"conversations with AI alignment researchers at conferences,the 80,000 Hours podcast,Superintelligence (book),talks by AI alignment researchers",4 | 2 | 3 | 3,talks by AI alignment researchers,4 | 2 | 3 | 3,4 | 2 | 4 | 2,Depends on how well the format of podcasts works for people and how much time they have | ,"Marius Hobbhan, people I found on swapcard during EAGs | ",Thanks for doing this :),AI Alignment Newsletter,,
7498125,44,,2022-07-05 18:38:53,,2.30,u166gt1,0,,,,,,I have heard of AI alignment,"[""I have heard of AI alignment""]",,,,,,,,,,,,,
